,date,country,Continent,gdppc,inflation,poverty,mortality,giniindex,unemployment,netMig,refugee,life_exp,electAccess,totalpop,urbanpop,surface,CO2,precipitation,densitypop,migrationtclass
26,1995,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,150.6,37.134596554044734,6.996000051498422,71824.0,19605.0,52.544,52.520487387975066,16418912.0,3550426.0,652860.0,1240.0,327.0,25.149208099745735,Immigration
27,1994,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,155.5,37.134596554044734,6.996000051498422,665410.0,19134.0,51.495,52.520487387975066,15455555.0,3328199.0,652860.0,1290.0,327.0,23.673613025763565,Immigration
28,1993,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,160.7,37.134596554044734,6.996000051498422,1171818.0,32131.0,51.466,52.520487387975066,14003760.0,3002966.0,652860.0,1340.0,327.0,21.44986674018932,Immigration
29,1992,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,166.3,37.134596554044734,6.996000051498422,1834556.0,60025.0,47.596,52.520487387975066,12057433.0,2574865.0,652860.0,1390.0,327.0,18.46863492938762,Immigration
30,1991,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,172.2,37.134596554044734,6.996000051498422,39926.0,38.0,46.663,52.520487387975066,10745167.0,2285067.0,652860.0,2230.0,327.0,16.458608277425483,Immigration
31,1990,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,178.4,37.134596554044734,6.996000051498422,-666001.0,50.0,45.967,52.520487387975066,10694796.0,2264837.0,652860.0,2380.0,327.0,16.38145391048617,Emigration
32,1989,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,184.7,37.134596554044734,6.996000051498422,2683.0,41780.57142857143,45.158,52.520487387975066,10673168.0,2250758.0,652860.0,3182.0000168482457,327.0,16.34832582789572,Immigration
33,1988,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,191.2,37.134596554044734,6.996000051498422,-89837.0,41780.57142857143,43.958,52.520487387975066,10383460.0,2180319.0,652860.0,3182.0000168482457,327.0,15.904573721778023,Emigration
34,1987,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,197.7,37.134596554044734,6.996000051498422,-402606.0,41780.57142857143,39.844,52.520487387975066,10322758.0,2096965.0,652860.0,3182.0000168482457,327.0,15.81159513525105,Emigration
35,1986,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,204.4,37.134596554044734,6.996000051498422,-427073.0,41780.57142857143,39.396,52.520487387975066,10448442.0,2052805.0,652860.0,3182.0000168482457,327.0,16.004108078301627,Emigration
36,1985,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,210.9,37.134596554044734,6.996000051498422,-210572.0,41780.57142857143,33.55,52.520487387975066,10512221.0,1997007.0,652860.0,3182.0000168482457,327.0,16.10179977330515,Emigration
37,1984,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,217.5,37.134596554044734,6.996000051498422,322022.0,41780.57142857143,33.329,52.520487387975066,10243686.0,1881253.0,652860.0,3182.0000168482457,327.0,15.690478816285268,Immigration
38,1983,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,224.2,37.134596554044734,6.996000051498422,-192869.0,41780.57142857143,38.187,52.520487387975066,9951449.0,1766084.0,652860.0,3182.0000168482457,327.0,15.242852985326104,Emigration
39,1982,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,230.7,37.134596554044734,6.996000051498422,-586943.0,41780.57142857143,37.766,52.520487387975066,10088289.0,1729839.0,652860.0,3182.0000168482457,327.0,15.452453818582851,Emigration
40,1981,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,237.2,37.134596554044734,6.996000051498422,-2127145.0,41780.57142857143,40.164,52.520487387975066,11155195.0,1847523.0,652860.0,3182.0000168482457,327.0,17.086657169990502,Emigration
41,1980,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,243.6,37.134596554044734,6.996000051498422,-1205401.0,41780.57142857143,39.618,52.520487387975066,12486631.0,1997237.0,652860.0,3182.0000168482457,327.0,19.12604693196091,Emigration
42,1979,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,249.7,37.134596554044734,6.996000051498422,-481199.0,41780.57142857143,39.086,52.520487387975066,12986369.0,2005355.0,652860.0,3182.0000168482457,327.0,19.891506601721655,Emigration
43,1978,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,256.0,37.134596554044734,6.996000051498422,-117186.0,41780.57142857143,40.271,52.520487387975066,12938862.0,1937336.0,652860.0,3182.0000168482457,327.0,19.81873908648102,Emigration
44,1977,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,262.1,37.134596554044734,6.996000051498422,-83115.0,41780.57142857143,41.228,52.520487387975066,12687301.0,1841815.0,652860.0,3182.0000168482457,327.0,19.433417578041233,Emigration
45,1976,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,268.0,37.134596554044734,6.996000051498422,-85430.0,41780.57142857143,40.645,52.520487387975066,12425267.0,1748732.0,652860.0,3182.0000168482457,327.0,19.032054345495204,Emigration
46,1975,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,273.8,37.134596554044734,6.996000051498422,-44418.0,41780.57142857143,40.1,52.520487387975066,12157386.0,1658389.0,652860.0,3182.0000168482457,327.0,18.62173513463836,Emigration
47,1974,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,279.6,37.134596554044734,6.996000051498422,-20009.0,41780.57142857143,39.55,52.520487387975066,11869879.0,1569079.0,652860.0,3182.0000168482457,327.0,18.18135434855865,Emigration
48,1973,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,285.4,37.134596554044734,6.996000051498422,-3030.0,41780.57142857143,39.003,52.520487387975066,11575305.0,1482681.0,652860.0,3182.0000168482457,327.0,17.73014888337469,Emigration
49,1972,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,291.0,37.134596554044734,6.996000051498422,-4050.0,41780.57142857143,38.444,52.520487387975066,11286753.0,1400686.0,652860.0,3182.0000168482457,327.0,17.288167447844867,Emigration
50,1971,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,296.6,37.134596554044734,6.996000051498422,-12801.0,41780.57142857143,37.923,52.520487387975066,11015857.0,1324216.0,652860.0,3182.0000168482457,327.0,16.873230095273104,Emigration
51,1970,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,302.1,37.134596554044734,6.996000051498422,4458.0,41780.57142857143,37.418,52.520487387975066,10752971.0,1251968.0,652860.0,3182.0000168482457,327.0,16.470561835615598,Immigration
52,1969,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,307.9,37.134596554044734,6.996000051498422,2029.0,41780.57142857143,36.91,52.520487387975066,10494489.0,1183254.0,652860.0,3182.0000168482457,327.0,16.07463927947799,Immigration
53,1968,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,313.3,37.134596554044734,6.996000051498422,3333.0,41780.57142857143,36.418,52.520487387975066,10247780.0,1118853.0,652860.0,3182.0000168482457,327.0,15.696749685996998,Immigration
54,1967,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,318.8,37.134596554044734,6.996000051498422,6824.0,41780.57142857143,35.924,52.520487387975066,10010030.0,1058060.0,652860.0,3182.0000168482457,327.0,15.332582789572037,Immigration
55,1966,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,324.4,37.134596554044734,6.996000051498422,3563.0,41780.57142857143,35.453,52.520487387975066,9783147.0,1001109.0,652860.0,3182.0000168482457,327.0,14.985061115706277,Immigration
56,1965,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,329.8,37.134596554044734,6.996000051498422,10695.0,41780.57142857143,34.953,52.520487387975066,9565147.0,947332.0,652860.0,3182.0000168482457,327.0,14.651145728027448,Immigration
57,1964,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,335.1,37.134596554044734,6.996000051498422,7079.0,41780.57142857143,34.494,52.520487387975066,9355514.0,896820.0,652860.0,3182.0000168482457,327.0,14.330046258003247,Immigration
58,1963,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,340.6,37.134596554044734,6.996000051498422,6681.0,41780.57142857143,34.016,52.520487387975066,9157465.0,849446.0,652860.0,3182.0000168482457,327.0,14.026690255184878,Immigration
59,1962,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,346.3,37.134596554044734,6.996000051498422,7016.0,41780.57142857143,33.547,52.520487387975066,8969047.0,805062.0,652860.0,3182.0000168482457,327.0,13.73808626658089,Immigration
60,1961,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,352.2,37.134596554044734,6.996000051498422,6109.0,41780.57142857143,33.068,52.520487387975066,8790140.0,763336.0,652860.0,3182.0000168482457,327.0,13.464050485555862,Immigration
61,1960,Afghanistan,Asia,1790.6240509196664,6.124619936291188,42.166666666666664,358.2,37.134596554044734,6.996000051498422,2606.0,41780.57142857143,32.535,52.520487387975066,8622466.0,724373.0,652860.0,3182.0000168482457,327.0,13.207220537328064,Immigration
62,2021,Angola,Africa ,5908.5700447499,25.7542656453085,32.3,135.3577192982456,48.666666666666664,12.723749846220013,29089.0,26045.0,46.43027868852459,35.1385641552153,34503774.0,23276246.0,1246700.0,18438.99990844727,1010.0,27.67608406192348,Immigration
63,2020,Angola,Africa ,6032.27491352072,22.2715643068877,32.3,71.5,48.666666666666664,12.723749846220013,7557.0,25791.0,62.261,46.8906097412109,33428486.0,22338586.0,1246700.0,18438.99990844727,1010.0,26.813576642335768,Immigration
64,2019,Angola,Africa ,6602.42365714554,17.0797044074954,32.3,74.2,48.666666666666664,12.723749846220013,58986.0,25793.0,62.448,45.6427993774414,32353588.0,21410634.0,1246700.0,25209.9990844727,1010.0,25.951382048608327,Immigration
65,2018,Angola,Africa ,6878.59348164166,19.6305943641961,32.3,77.3,51.3,12.723749846220013,61632.0,39856.0,62.144,45.2900009155273,31273533.0,20488542.0,1246700.0,23959.9990844727,1010.0,25.08505093446699,Immigration
66,2017,Angola,Africa ,7216.06137266999,29.8425777887099,32.3,80.6,48.666666666666664,12.723749846220013,77733.0,41119.0,61.68,43.0132598876953,30208628.0,19586972.0,1246700.0,24250.0,1010.0,24.230871901820805,Immigration
67,2016,Angola,Africa ,7488.13883715818,30.6989578589225,32.3,84.1,48.666666666666664,12.723749846220013,91623.0,15547.0,61.092,41.8131294250488,29154746.0,18702478.0,1246700.0,29760.0002288818,1010.0,23.385534611374027,Immigration
68,2015,Angola,Africa ,7967.1038707092,9.35383972513758,32.3,88.1,48.666666666666664,12.723749846220013,74170.0,15547.0,60.655,42.0,28127721.0,17845914.0,1246700.0,31649.9996185303,1010.0,22.56173979305366,Immigration
69,2014,Angola,Africa ,8183.67837136383,7.28038730361125,32.3,92.9,48.666666666666664,9.57999992370605,84532.0,15468.0,60.04,32.0,27128337.0,17017877.0,1246700.0,29629.9991607666,1010.0,21.760116307050613,Immigration
70,2013,Angola,Africa ,8100.38515449725,8.77781429332618,32.3,98.5,48.666666666666664,12.723749846220013,91528.0,23771.0,59.307,38.2780303955078,26147002.0,16211664.0,1246700.0,26959.9990844727,1010.0,20.972970241437395,Immigration
71,2012,Angola,Africa ,8012.10084537777,10.2779049218839,32.3,105.1,48.666666666666664,12.723749846220013,96056.0,23401.0,58.623,37.1313209533691,25188292.0,15432363.0,1246700.0,23870.0008392334,1010.0,20.203972086307854,Immigration
72,2011,Angola,Africa ,7664.43997522729,13.4824679218512,32.3,112.5,48.666666666666664,7.3600001335144,94709.0,16212.0,57.596,34.5999984741211,24259111.0,14683555.0,1246700.0,23870.0008392334,1010.0,19.458659661506378,Immigration
73,2010,Angola,Africa ,7691.13126492136,14.4696564932576,32.3,120.4,48.666666666666664,9.43000030517578,90016.0,15142.0,56.726,34.895637512207,23364185.0,13967811.0,1246700.0,22799.9992370605,1010.0,18.74082377476538,Immigration
74,2009,Angola,Africa ,7613.7811672769,13.7302839288409,32.3,128.7,48.666666666666664,3.77999997138977,77265.0,14722.0,55.752,33.802188873291,22507674.0,13287180.0,1246700.0,21149.9996185303,1010.0,18.05380123526109,Immigration
75,2008,Angola,Africa ,7832.8898093363,12.4758291326398,32.3,137.7,42.7,12.723749846220013,73804.0,12704.0,54.633,38.4900016784668,21691522.0,12642253.0,1246700.0,19280.0006866455,1010.0,17.399151359589315,Immigration
76,2007,Angola,Africa ,7309.3198642842,12.2514974459487,32.3,147.0,48.666666666666664,12.723749846220013,73940.0,12064.0,53.642,37.5,20909684.0,12028087.0,1246700.0,16969.9993133545,1010.0,16.772025346915857,Immigration
77,2006,Angola,Africa ,6648.75848146998,13.3052101780031,32.3,156.4,48.666666666666664,12.723749846220013,70170.0,13086.0,52.369,30.5868949890137,20162340.0,11444951.0,1246700.0,16559.9994659424,1010.0,16.172567578406994,Immigration
78,2005,Angola,Africa ,6178.3271120685,22.953513851394,32.3,166.1,48.666666666666664,12.723749846220013,64009.0,13978.0,51.57,29.5277862548828,19450959.0,10892537.0,1246700.0,15810.0004196167,1010.0,15.60195636480308,Immigration
79,2004,Angola,Africa ,5565.58083996196,43.5421067519686,32.3,175.1,48.666666666666664,23.6399993896484,66585.0,13963.0,50.592,28.4705505371094,18771125.0,10291645.0,1246700.0,17450.0007629395,1010.0,15.056649554824737,Immigration
80,2003,Angola,Africa ,5195.30731038108,98.2241436573305,32.3,183.8,48.666666666666664,12.723749846220013,59438.0,13375.0,49.617,27.4127769470215,18124342.0,9722803.0,1246700.0,16760.0002288818,1010.0,14.537853533327986,Immigration
81,2002,Angola,Africa ,5219.63397553166,108.897436089429,32.3,191.5,48.666666666666664,12.723749846220013,60505.0,12249.0,47.386,26.3521175384521,17516139.0,9189142.0,1246700.0,15689.9995803833,1010.0,14.050003208470361,Immigration
82,2001,Angola,Africa ,4747.82774487609,152.561022469299,32.3,198.4,48.666666666666664,12.723749846220013,56959.0,12245.0,46.59,20.0,16941587.0,8686629.0,1246700.0,15960.0,1010.0,13.589144942648593,Immigration
83,2000,Angola,Africa ,4708.36097674856,324.996871601321,32.3,204.4,52.0,12.723749846220013,53527.0,12086.0,46.024,24.2127437591553,16394062.0,8211294.0,1246700.0,16200.0,1010.0,13.14996550894361,Immigration
84,1999,Angola,Africa ,4719.44911633596,248.195902412868,32.3,209.6,48.666666666666664,12.723749846220013,51687.0,13068.0,45.386,35.1385641552153,15870753.0,7760322.0,1246700.0,17610.0,1010.0,12.730210154808695,Immigration
85,1998,Angola,Africa ,4770.14260896078,107.284821528298,32.3,213.8,48.666666666666664,12.723749846220013,51856.0,10603.0,45.057,35.1385641552153,15366864.0,7331531.0,1246700.0,16770.0,1010.0,12.3260319242801,Immigration
86,1997,Angola,Africa ,4708.27929811246,219.176721172974,32.3,217.4,48.666666666666664,12.723749846220013,49960.0,9361.0,46.306,35.1385641552153,14871146.0,6918801.0,1246700.0,16160.0,1010.0,11.92840779658298,Immigration
87,1996,Angola,Africa ,4537.8591189078,4145.10598220638,32.3,220.0,48.666666666666664,12.723749846220013,45356.0,9379.0,46.033,35.1385641552153,14383350.0,6522274.0,1246700.0,15440.0,1010.0,11.537138044437315,Immigration
88,1995,Angola,Africa ,4131.88272456686,2666.45059288538,32.3,221.7,48.666666666666664,12.723749846220013,40855.0,10878.0,45.849,35.1385641552153,13912253.0,6144903.0,1246700.0,12720.0,1010.0,11.159262853934386,Immigration
89,1994,Angola,Africa ,3713.1032564413,949.792531120332,32.3,222.5,48.666666666666664,12.723749846220013,45272.0,10684.0,43.422,35.1385641552153,13462031.0,5788673.0,1246700.0,11300.0,1010.0,10.798131868131868,Immigration
90,1993,Angola,Africa ,3783.11436710346,1378.52760736196,32.3,222.7,48.666666666666664,12.723749846220013,38883.0,10873.0,42.101,35.1385641552153,13038270.0,5412316.0,1246700.0,9270.0,1010.0,10.458225715889949,Immigration
91,1992,Angola,Africa ,5136.55037903611,299.509803921569,32.3,222.7,48.666666666666664,12.723749846220013,39196.0,11002.0,42.209,35.1385641552153,12632507.0,5057929.0,1246700.0,6880.0,1010.0,10.132756076040748,Immigration
92,1991,Angola,Africa ,5635.16645257516,83.7837837837838,32.3,222.6,48.666666666666664,12.723749846220013,33925.0,11022.0,43.813,35.1385641552153,12228691.0,4717829.0,1246700.0,6670.0,1010.0,9.80884815914013,Immigration
93,1990,Angola,Africa ,5768.56461182679,358.3769482751712,32.3,222.8,48.666666666666664,12.723749846220013,47663.0,11557.0,41.893,35.1385641552153,11828638.0,4393629.0,1246700.0,6560.0,1010.0,9.487958610732333,Immigration
94,1989,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,222.9,48.666666666666664,12.723749846220013,46755.0,12899.0,41.765,35.1385641552153,11439498.0,4087447.0,1246700.0,18438.99990844727,1010.0,9.175822571588995,Immigration
95,1988,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,223.3,48.666666666666664,12.723749846220013,47815.0,90350.0,41.545,35.1385641552153,11060261.0,3798425.0,1246700.0,18438.99990844727,1010.0,8.871629902943772,Immigration
96,1987,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,223.8,48.666666666666664,12.723749846220013,46192.0,91210.0,40.917,35.1385641552153,10694057.0,3526686.0,1246700.0,18438.99990844727,1010.0,8.577891232854736,Immigration
97,1986,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,224.6,48.666666666666664,18.8999996185303,47774.0,92250.0,42.843,35.1385641552153,10332574.0,3269536.0,1246700.0,18438.99990844727,1010.0,8.287939359910164,Immigration
98,1985,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,226.0,48.666666666666664,14.8999996185303,54953.0,91520.0,42.648,35.1385641552153,9970621.0,3024887.0,1246700.0,18438.99990844727,1010.0,7.997610491698083,Immigration
99,1984,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,227.9,48.666666666666664,14.1999998092651,57744.0,92260.0,42.353,35.1385641552153,9617702.0,2795385.0,1246700.0,18438.99990844727,1010.0,7.714527953798027,Immigration
100,1983,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,229.9,48.666666666666664,12.723749846220013,61000.0,96280.0,42.092,35.1385641552153,9276707.0,2580873.0,1246700.0,18438.99990844727,1010.0,7.441009866046363,Immigration
101,1982,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,232.1,48.666666666666664,12.723749846220013,55830.0,96280.0,43.051,35.1385641552153,8947152.0,2381016.0,1246700.0,18438.99990844727,1010.0,7.1766680035293176,Immigration
102,1981,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,234.6,48.666666666666664,12.723749846220013,52138.0,91700.0,42.772,35.1385641552153,8631457.0,2195584.0,1246700.0,18438.99990844727,1010.0,6.923443490815753,Immigration
103,1980,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,237.3,48.666666666666664,12.723749846220013,53078.0,75000.0,42.449,35.1385641552153,8330047.0,2024035.0,1246700.0,18438.99990844727,1010.0,6.6816772278816075,Immigration
104,1979,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,47175.0,66000.0,42.175,35.1385641552153,8043218.0,1865383.0,1246700.0,18438.99990844727,1010.0,6.451606641533649,Immigration
105,1978,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,45001.0,141550.0,41.83,35.1385641552153,7771590.0,1719231.0,1246700.0,18438.99990844727,1010.0,6.23372904467795,Immigration
106,1977,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,44937.0,235000.0,41.437,35.1385641552153,7511895.0,1584108.0,1246700.0,18438.99990844727,1010.0,6.025423117028956,Immigration
107,1976,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,35245.0,10000.0,41.163,35.1385641552153,7266780.0,1460041.0,1246700.0,18438.99990844727,1010.0,5.82881206384856,Immigration
108,1975,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,38725.0,39236.739130434784,41.191,35.1385641552153,7032713.0,1345217.0,1246700.0,18438.99990844727,1010.0,5.641062805807332,Immigration
109,1974,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,39146.0,39236.739130434784,41.652,35.1385641552153,6802494.0,1238190.0,1246700.0,18438.99990844727,1010.0,5.456400096254111,Immigration
110,1973,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,40182.0,39236.739130434784,41.27,35.1385641552153,6578230.0,1138692.0,1246700.0,18438.99990844727,1010.0,5.2765139969519534,Immigration
111,1972,Angola,Africa ,6114.650031399518,358.3769482751712,32.3,135.3577192982456,48.666666666666664,12.723749846220013,35014.0,39236.739130434784,40.905,35.1385641552153,6364731.0,1047316.0,1246700.0,18438.99990844727,1010.0,5.105262693510869,Immigration
